recluse	ri'klu:s		a. 隐遁的, 偏僻的\nn. 隐遁者, 遁世者	toefl gre	bnc:21522	s:recluses/3:recluses
longitude	'lɒndʒitju:d		n. 经度, 经线\n[电] 经度	cet6 ky toefl ielts	bnc:25761	s:longitudes
reluctance	ri'lʌktәns		n. 不情愿, 勉强\n[电] 磁阻		bnc:5608	
mesa	'meisә		n. 台面, 岩滩, 平顶山	gre	bnc:30742	s:mesas
fittingly	'fɪtɪŋlɪ		adv. 适切地, 适合地	toefl	bnc:21159	
inhumane	.inhju:'mein		a. 无人情味的, 薄情的, 残忍的	gre	bnc:23087	
drier	'draiә		n. 干燥机, 干燥剂\n[化] 干燥剂; 催干剂; 干燥设备; 干燥器; 烘缸	gk	bnc:19790	0:dry/1:r/s:driers
deface	di'feis		vt. 损伤外观\n[法] 毁伤外貌, 破坏外观, 涂污	toefl gre	bnc:19314	d:defaced/i:defacing/p:defaced/3:defaces
rivers			n. 里弗斯（人名）；河流州（尼日利亚州名）；河水钻	ielts	bnc:12622	0:river/1:s
pocketbook	'pɒkitbuk		n. 笔记本, 钱袋, 皮夹, 经济来源	toefl	frq:12623	
millimeter	'milimi:tә		n. 毫米\n[医] 毫米	ky toefl	frq:12635	
plenary	'plenәri		a. 充分的, 完全的, 全体出席的\n[经] 正式的, 充分的, 全体出席的	gre	bnc:21759	s:plenaries
waxy	'wæksi		a. 蜡制的, 像蜡的, 蜡色的, 苍白的, 生气的, 柔软的, 光滑的\n[医] 蜡状的, 蜡的	toefl	bnc:23057	
myopic	mai'ɔpik		a. [眼科]近视的；目光短浅的	gre	bnc:22045	s:myopics
mollify	'mɒlifai		vt. 平息, 缓和, 减轻, 使变软	toefl gre	bnc:21154	d:mollified/p:mollified/i:mollifying/3:mollifies
appall	ә'pɒ:l		vt. 使丧胆, 使惊骇	ky toefl gre	frq:12646	3:appalls/s:appalls/i:appalling/p:appalled/d:appalled
atheism	'eiθiizm		n. 无神论	toefl gre	bnc:23200	
arresting	ә'restiŋ		a. 引人注意的\n[计] 定位	gre	bnc:22393	0:arrest/1:i/i:arresting
avoidable	ә'vɒidәbl		a. 可避免的\n[法] 可作为无效的, 可回避的, 可避免的	toefl	bnc:19290	
glitch	^litʃ		[计] 假信号	gre	bnc:39299	s:glitches
eventful	i'ventful		a. 变故多的, 多事的, 重要的	toefl	bnc:19103	
insightful	'in.saitful		a. 有深刻见解的, 富有洞察力的	ky	bnc:37193	
checkup	'tʃekʌp		n. 审查, 鉴定, 健康检查	toefl ielts	bnc:38497	s:checkups
hornet	'hɒ:nit		n. 大黄蜂	toefl	bnc:21224	s:hornets
bawdy	'bɒ:di		a. 淫秽的, 言语猥亵的	gre	bnc:20774	t:bawdiest
reluctantly	rɪ'lʌktəntlɪ		adv. 不情愿地, 勉强地		bnc:5600	
jupiter	'dʒu:pitә		n. 朱庇物(罗马神话中的主神), 木星	cet6 toefl	bnc:12719	
depravity	di'præviti		n. 堕落, 腐败, 邪恶\n[法] 堕落, 腐化, 败坏	gre	bnc:21661	s:depravities
bargaining	'bɑ:giniŋ		n. 讨价还价, 谈判, 交涉\n[经] 议价, 讨价还价, 交易		bnc:5164	0:bargain/1:i/i:bargaining
adduce	ә'dju:s		vt. 引证, 举出\n[法] 援引, 引证, 提出	gre	bnc:16249	d:adduced/3:adduces/p:adduced/i:adducing
heredity	hi'rediti		n. 遗传, 形质遗传\n[医] 遗传	toefl	bnc:22600	
episodic	.epi'sɒdik		a. 插曲似的	gre	bnc:24369	
insurer	in'ʃuәrә		n. 保险公司\n[法] 保险人, 承保人, 保险公司		bnc:6755	s:insurers
serrated	se'reitid		a. 锯齿状的\n[医] 锯齿状的	toefl gre	bnc:22439	1:pd/0:serrate
egregious	i'gri:dʒiәs		a. 异乎寻常的, 过分的, 惊人的	gre	bnc:33756	
riotous	'raiәtәs		a. 引起骚扰的, 暴乱的, 放荡的	gre	bnc:18721	
biennial	bai'eniәl		n. 两年生植物, 两年一次的事\na. 两年生的, 两年一次的	gre	bnc:22327	s:biennials
regression	ri'greʃәn		n. 退步, 回归\n[计] 回归		bnc:7443	s:regressions
dappled	'dæpld		a. 斑纹的, 花斑的	gre	bnc:20730	d:dappled/0:dappled/1:d
tawdry	'tɒ:dri		a. 廉价而俗丽的\nn. 廉价而俗丽之物	gre	bnc:21616	
prohibitively			adv. 禁止, 起阻止作用, 抑制	toefl	bnc:21149	
uncooperative	'ʌnkәu'ɔpәrәtiv		a. 不合作的, 不配合的, 执拗的	gre	bnc:23131	
forced	fɒ:st		a. 被迫的, 强迫的, 用力的\n[法] 强制的, 法定的, 强迫的		bnc:6852	0:force/1:dp/p:forced/d:forced
nonverbal	nɔn'vә:bәl		a. 不用语言的；不用动词的	toefl	frq:12882	
thrall	θrɒ:l		n. 奴隶, 束缚, 奴役	toefl gre	bnc:21396	
prance	prɑ:ns		n. (马)腾跃, 昂首阔步\nvi. 腾跃, 昂首阔步\nvt. 使腾跃	gre	bnc:21891	i:prancing/p:pranced/s:prances/3:prances/d:pranced
axial	'æksiәl		a. 轴的, 成轴的, 轴向的\n[医] 轴的, 中轴的	cet6	bnc:25862	
forbes	'fɔ:bz, 'fɔ:bis		n. 福布斯（美国出版及媒体集团）；福布斯（美国著名财经杂志）；福布斯（姓氏）	ielts	bnc:12899	
dismissal	dis'misәl		n. 免职, 解雇\n[经] 解雇		bnc:3990	s:dismissals
stasis	'steisis		n. 停滞, 郁积\n[医] 停滞, 郁滞	gre	bnc:23917	
plagiarism	'pleidʒiәrizm		n. 剽窃, 抄袭, 剽窃物\n[法] 抄袭, 剽窃, 剽窃作品	toefl gre	bnc:24586	s:plagiarisms
incantation	.inkæn'teiʃәn		n. 咒语	gre	bnc:22721	s:incantations
sorrowful	'sɒrәuful		a. 悲伤的	cet6	bnc:23064	
purgatory	'pә:gәtәri		n. 涤罪, 炼狱\na. 涤罪的	gre	bnc:22064	
privatization			[计] 私有化		bnc:6319	s:privatizations
opulence	'ɒpjulәns		n. 富裕, 丰富, 大量	toefl	bnc:21153	
gradation	grei'deiʃәn		n. 逐渐变化, 分等级, 阶级, 顺序\n[电] 阶度	gre	bnc:21349	s:gradations
madness	'mædnis		n. 疯狂, 愚蠢的行为\n[医] 狂, 疯狂		bnc:6421	s:madnesses
superman	'sju:pәmæn		n. 具有超人能力的人, 超人	gk	bnc:22870	s:supermen
auspice	'ɒ:spis		n. 吉兆, 占卜, 赞助	toefl gre	frq:12999	
missive	'misiv		n. 公文, 书信\na. 送出的	gre	bnc:21830	s:missives
transmute	træns'mju:t		vt. 使变形, 使变质\nvi. 变形, 变质	toefl gre	bnc:20909	d:transmuted/p:transmuted/3:transmutes/i:transmuting/s:transmutes
sheathe	ʃi:ð		vt. 插入鞘, 覆盖	toefl gre	bnc:24327	d:sheathed/p:sheathed/3:sheathes/i:sheathing
skimp	skimp		vt. 少给, 克扣\nvi. 吝啬\na. 少的, 不足的	toefl gre	bnc:21212	i:skimping/d:skimped/p:skimped/3:skimps
restive	'restiv		a. 不愿向前走的, 倔强的, 难驾御的	gre	bnc:21619	
colossus	kә'lɒsәs		n. 巨像, 巨人	gre	bnc:22388	
aplomb	ә'plɒm		n. 沉着, 泰然自若, 垂直	gre	bnc:21166	
invective	in'vektiv		n. 恶言漫骂, 臭骂\na. 漫骂的, 非难的, 恶言的	gre	bnc:20677	s:invectives
proctor	'prɒktә		n. 代理人, 监考人, 代诉人\n[法] 代理人, 代诉人, 监督人	gre	bnc:16689	s:proctors/i:proctoring/p:proctored/3:proctors/d:proctored
helpline	ˈhelplaɪn		n. 热线服务电话	ielts	bnc:13095	s:helplines
erudite	'eru:dait		a. 博学的\nn. 博学者	toefl gre	bnc:20727	
legitimacy	li'dʒitimәsi		n. 合法, 正统, 正当\n[法] 合法性, 正统性, 婚生		bnc:7362	
extracurricular	.ekstrәkә'rikjulә		a. 课外的, 业余的	cet6	frq:13137	
restructuring			[计] 重构的		bnc:5880	i:restructuring/0:restructuring/1:i/s:restructurings
extensively			adv. 广大, 广延, 外延, 大面积(耕种), 粗放, 广博, 广泛, 广阔		bnc:6172	
candor	'kændә		n. 坦白, 直率	gre	frq:13158	
infirmity	in'fә:miti		n. 虚弱, 病身, 疾病\n[医] 衰弱	toefl	bnc:20636	s:infirmities
dregs	dre^z		n. 少量；渣滓；沉淀物（dreg的复数）	gre	bnc:20017	s:dregs/0:dregs/1:s
interloper	'intәlәjpә(r)		n. 闯入者, 好事者, 无执照营业者\n[经] 无执照营业者, 私商	gre	bnc:22973	s:interlopers
inimical	i'nimikәl		a. 有敌意的, 有害的, 抵触的	gre	bnc:19665	
trident	'traidnt		n. 三齿鱼叉, 三叉戟, 三叉线\na. 三叉的, 三齿的	gre	bnc:13172	s:tridents
charlatan	'ʃɑ:lәtәn		n. 庸医\n[医] 庸医, 江湖医	gre	bnc:21347	s:charlatans
harpsichord	'hɑ:psikɒ:d		n. 羽管键琴	gre	bnc:17820	s:harpsichords
expiration	.ekspi'reiʃәn		n. 终止, 满期, 呼出, 呼气\n[医] 呼[气], 断气, 死亡	gre	bnc:27079	
acrobat	'ækrәbæt		n. 表演特技者, 杂技演员	ky gre	bnc:23985	s:acrobats/3:acrobats
antarctica	ænt'ɑ:ktikә		n. 南极洲	gk toefl	bnc:13217	
gladiator	'glædieitә		n. 斗士, 斗剑者, 争论者	gre	bnc:20832	s:gladiators
healthcare	'helθkεә		n. 医疗保健；卫生保健；健康护理, 健康服务	ielts	bnc:13229	
scythe	saið		n. 长柄大镰刀, 大钐镰\nvt. 用大镰刀割	gre	bnc:19584	s:scythes/p:scythed/d:scythed/3:scythes/i:scything
thrifty	'θrifti		a. 节俭的, 兴旺的, 繁茂的	cet6 ky toefl gre	bnc:21793	
cardiologist			n. 心脏病学家\n[医] 心[脏]病学家	gre	bnc:37603	s:cardiologists
luminosity	.lu:mi'nɒsiti		n. 光明, 光辉, 光度, 亮度\n[计] 亮度	toefl	bnc:25798	s:luminosities
floating	'flәutiŋ		a. 漂浮的, 浮动的, 移动的\n[医] 浮动的		bnc:6016	0:float/1:i/i:floating
unearthly	.ʌn'ә:θli		a. 非世间的, 神秘的, 怪异的	gre	bnc:22142	
gaffe	gæf		n. 过失, 失态, 出丑	gre	bnc:23744	s:gaffes
disgorge	dis'gɒ:dʒ		vt. 吐出, 流注, 被迫交出\nvi. 呕吐	gre	bnc:19949	p:disgorged/i:disgorging/d:disgorged/3:disgorges
feline	'fi:lain		a. 猫的, 猫科的, 猫一样的\nn. 猫, 猫科动物	gre	bnc:23868	s:felines
stolen	'stәulәn		steal的过去分词\n[经] 被偷窃的		bnc:6123	0:steal/1:d/d:stolen
loathsome	'lәuðsәm		a. 讨厌的, 可恶的, 令人憎恶的	toefl	bnc:21183	t:loathsomest
personable	'pә:snәbl		a. 风度好的, 讨人喜欢的, 具有行为能力的	gre	bnc:24236	
vigorously			adv. 朝气蓬勃, 精力充沛, 壮健, 茁壮, 健壮, 强有力		bnc:6343	
particulate	pә'tikjulit		n. 微粒\na. 微粒的	toefl	bnc:27839	s:particulates
timbre	'timbә		n. 音色, 音质\n[医] 音色, 音品	gre	bnc:25063	s:timbres
nonconformist	'nɔnkәn'fɔmist		n. 不相信英国国教的人, 不符合通常准则的人, 不落俗套的人\na. 违反准则的, 不落俗套的, 违反规范的	toefl gre	bnc:13386	s:nonconformists
petulant	'petʃәlәnt		a. 任性的, 暴躁的, 易生气的, 难以取悦的	gre	bnc:21013	
endorsement	in'dɒ:smәnt		n. 支持, 认可, 背书\n[经] 背书, 担保, 保证		bnc:8096	s:endorsements
topographical	,tɔpә'^ræfikәl		a. 地形的, 地形学的, 地形测量的	toefl	bnc:21732	
yep	jep		adv. 是（美国俚语=yes）		bnc:4916	
spatula	'spætʃәlә		n. 刮刀, 压舌片, 匙突\n[医] 药刀, 软膏刀; 铲; 压舌板	gre	bnc:33783	s:spatulas
crying	'kraiiŋ		a. 叫喊的, 嚎哭的, 迫切的, 臭名昭著的		bnc:7990	0:cry/1:i/i:crying/s:cryings
abbreviate	ә'bri:vieit		vt. 缩写, 使...简略, 缩短\nvi. 使用缩写词	toefl gre	bnc:20690	d:abbreviated/i:abbreviating/p:abbreviated/3:abbreviates
sitting	'sitiŋ		n. 入席, 就坐, 开庭, 孵卵\na. 坐着的, 就座的, 在职的, 在孵卵中的, 易被击中的		bnc:5951	0:sit/1:i/s:sittings/i:sitting
incisor	in'saizә		n. 门牙\n[医] 切牙, 门齿	gre	bnc:17754	s:incisors
daunt	dɒ:nt		vt. 威吓, 难倒, 使气馁	gre	bnc:19635	d:daunted/p:daunted/3:daunts/i:daunting
subjugation	.sʌbdʒu'geiʃәn		n. 征服, 镇压, 平息\n[法] 征服, 镇压, 克制	toefl	bnc:23063	s:subjugations
excitable	ik'saitәbl		a. 能被激动的, 易兴奋的, 易怒的\n[医] 应激的, [可]兴奋的	toefl	bnc:18582	
coordinator	kәu'ɒ:dineitә		n. 协调者, 同等的人或物\n[化] 协调器		bnc:9260	s:coordinators
subliminal	sʌb'liminl		a. 下意识的, 潜在意识的\n[医] 阈下的, 限下的	gre	bnc:23916	s:subliminals
workday			n. 工作日, (一天的)工作时数\n[机] 工作天	gk	bnc:42847	s:workdays
carnivorous	kɑ:'nivәrәs		a. 食肉的\n[医] 食肉的	toefl gre	bnc:23095	
pithy	'piθi		a. 有髓的, 由髓组成的, 简洁有力的	gre	bnc:21858	t:pithiest
casually	'kæʒjuәli		adv. 偶然地, 临时地, 随便地		bnc:6697	
subtraction	sәb'trækʃәn		n. 减少\n[计] 减法	gk toefl	bnc:21520	s:subtractions
abhorrent	әb'hɒrәnt		a. 令人憎恨的, 可恶的, 厌恶的, 相抵触的, 不一致的	toefl gre	bnc:20689	
sparring	'spɑ:riŋ		n. 对打；夹条板, 保护条	gre	bnc:21813	0:spar/1:i/i:sparring
reported	ri'pɔ:tid		a. 报告的；据报道的		bnc:7213	0:report/1:dp/p:reported/d:reported
jeweler	'dʒu:әlә(r)		n. 宝石商, 宝石匠, 珠宝商	toefl	frq:13520	
smiling	'smailiŋ		a. 微笑的, 欢快的		bnc:7083	0:smile/1:i/i:smiling
forgetful	fә'getful		a. 健忘的, 易忘的	gk	bnc:19606	
bathrobe	'bɑ:θrәub		n. 浴衣	gk	bnc:33266	s:bathrobes
carcinogen	kɑ:'sinәdʒәn		n. 致癌物质\n[化] 致癌物	gre	bnc:28722	s:carcinogens
published			a. 已发布的		bnc:6232	0:publish/1:dp/p:published/d:published
jubilation	.dʒu:bi'leiʃәn		n. 欢呼, 喜欢, 庆祝	gre	bnc:20960	s:jubilations
lumen	'lu:min		n. 流明, 腔\n[医] 腔, 流明(光通单位)	gre	bnc:18116	s:lumens
beseech	bi'si:tʃ		v. 恳求, 哀求	gre	bnc:22521	i:beseeching/p:beseeched/3:beseeches/d:beseeched
flammable	'flæmәbl		a. 易燃的, 可燃性的\n[电] 可燃的	gre	bnc:25367	
bigoted	'bigәtid		a. 盲从的, 固执己见的, 执迷的, 顽固的	toefl	bnc:22390	
testator	te'steitә. 'tes-		n. 立遗嘱者	gre	bnc:13579	s:testators
entitlement			n. 权利\n[法] 权利		bnc:6262	s:entitlements
motility	mәu'tiliti		n. 运动性, 自动力\n[医] 能动性, 机动性, 能动力	gre	bnc:13595	s:motilities
serbian	'sә:bjәn		a. 塞尔维亚人（语）的；塞尔维亚的		bnc:6316	s:serbians
supine	sju:'pain		a. 仰卧的, 掌心向上的, 懒散的\n[医] 仰卧的, 旋后的	gre	bnc:21819	
gastritis	gæs'tritis		n. 胃炎\n[医] 胃炎	gre	bnc:13610	
playroom	'pleiru:m		n. 游戏室, 娱乐室	gk	bnc:23028	s:playrooms
painted	'peintid		a. 描画的, 着色的, 刷上油漆的, 涂脂抹粉的, 矫揉造作的		bnc:7117	0:paint/1:dp/d:painted/p:painted
circuitous	sә'kju:itәs		a. 迂回的, 间接的, 绕行的	toefl gre	bnc:22734	
mimicry	'mimikri		n. 模仿\n[医] 拟态(生物), 模仿, 模拟	toefl	bnc:21524	s:mimicries
parka	'pɑ:kә		n. 皮制连帽大衣, 派克大衣	gre	bnc:35274	s:parkas
disreputable	dis'repjutәbl		a. 名誉不好的, 不光彩的, 声名狼藉的	toefl	bnc:20112	
trapper	'træpә		n. 设陷阱捕兽者, 设陷阱猎兽者, 看门工	toefl	bnc:27812	s:trappers
riven	'rivәn		rive的过去分词	gre	bnc:13657	d:riven/0:riven/1:d
becoming	bi'kʌmiŋ		a. 合适的, 适当的	toefl	bnc:21201	0:become/1:i/i:becoming
mongrel	'mʌŋgrәl		n. 杂种, 杂种狗, 混血儿\na. 杂种的, 混血儿的	gre	bnc:19339	s:mongrels
acuity	ә'kju:әti		n. 尖锐, (疾病的)剧烈, 敏锐\n[化] 锐度; 分辨能力	gre	bnc:27913	s:acuities
fitful	'fitful		a. 断断续续的, 一阵阵的, 间歇的	toefl gre	bnc:22165	
pimple	'pimpl		n. 丘疹, 小脓疱\n[医] 丘疹, 小脓疱	ielts	bnc:25618	s:pimples
oblong	'ɒblɒŋ		n. 长方形, 长椭圆形\na. 长方形的, 长椭圆形的	ielts	bnc:21861	s:oblongs
indomitable	in'dɒmitәbl		a. 不屈服的, 不屈不挠的	toefl	bnc:20679	
brunch	brʌntʃ		n. 早午餐	gk	bnc:36288	s:brunches
collude	kә'lu:d		vi. 共谋, 串通, 勾结	gre	bnc:20412	i:colluding/d:colluded/p:colluded/3:colludes
lullaby	'lʌlәbai		n. 摇篮曲, 催眠曲, 轻柔的音乐	gre	bnc:26205	s:lullabies
skillfully			adv. 巧妙地；精巧地	gk	frq:13724	
laconic	lә'kɒnik		a. 简洁的, 简明的	gre	bnc:20481	
baste	beist		vt. 用长针脚粗缝, 润以油脂, 狠揍	toefl gre	bnc:26541	i:basting/d:basted/p:basted/3:bastes
traceable	'treisәbl		a. 可追踪的, 可描绘的\n[经] 可追溯的, 可追踪的	gre	bnc:21849	
apothecary	ә'pɒθәkәri		n. 药剂师, 药房\n[医] 药剂员; 药店	gre	bnc:17326	s:apothecaries
chosen	'tʃouzn		choose的过去分词		bnc:5266	0:choose/1:d/d:chosen
raised	reizd		a. 凸起的, 浮雕的, 发酵的\n[医] 隆起的		bnc:6386	0:raise/1:dp/p:raised/d:raised
fluster	'flʌstә		n. 慌乱, 激动, 紧张不安\nvt. 使紧张, 使慌张, 使激动\nvi. 慌乱	toefl	bnc:23089	p:flustered/d:flustered/i:flustering/3:flusters
adverb	'ædvә:b		n. 副词	cet4 ky	bnc:17521	s:adverbs
fatalism	'feitәlizm		n. 宿命论	toefl	bnc:22416	
gargoyle	'ɡɑ:ɡɔil		n. 滴水嘴	gre	bnc:24040	s:gargoyles/p:gargoyled
coloration	kʌlә'reiʃәn		n. 着色, 特色, 色彩, 天然颜色	gre	bnc:24741	s:colorations
ulterior	ʌl'tiәriә		a. 隐秘不明的, 在特定界限以外的, 将来的, 隐蔽的\n[法] 进一步的, 日后的, 将来的	gre	bnc:21706	
gaggle	'gægl		n. 鹅群, 一群, 嘎嘎叫声\nvi. 嘎嘎地叫	gre	bnc:24272	s:gaggles/i:gaggling/p:gaggled/3:gaggles/d:gaggled
vulnerability	.vʌlnәrә'biliti		n. 易受伤, 易受责难, 易受伤部位\n[医] 易损性		bnc:7848	s:vulnerabilities
digress	dai'gres		vi. 走向岔道, 离题, 扯到枝节上	toefl gre	bnc:19688	i:digressing/d:digressed/p:digressed/3:digresses
enormously	i'nɒ:mәsli		adv. 非常地, 巨大地		bnc:6401	
wizardry	'wizәdri		n. 巫术	gre	bnc:22020	
culpable	'kʌlpәbl		a. 该责备的, 有罪的\n[法] 应受处罚, 有罪	toefl gre	bnc:23673	
veneration	.venә'reiʃәn		n. 尊敬, 崇敬, 崇拜	toefl	bnc:22507	
propound	prә'paund		vt. 提出供考虑\n[法] 提出建议, 提出供考虑, 提出	toefl	bnc:19200	p:propounded/d:propounded/i:propounding/3:propounds
immigrate	'imigreit		vt. 使移居入境\nvi. 移入	cet4 cet6 toefl	frq:13831	p:immigrated/i:immigrating/3:immigrates/d:immigrated
enhanced	in'hɑ:nst. -'hænst		a. 增大的；加强的		bnc:6222	0:enhance/1:dp/d:enhanced/p:enhanced
fiercely	'fiәsli		adv. 猛烈地, 厉害地		bnc:6032	
prospector	'prɒspektә		n. 勘探者, 采矿者	toefl	bnc:25889	s:prospectors
indefatigable	.indi'fætigәbl		a. 不知疲倦的, 有耐性的, 不屈不挠的	toefl gre	bnc:20521	
inane	i'nein		a. 空虚的, 愚蠢的, 空洞的\nn. 空洞乏物	gre	bnc:22250	
governmental	.gʌvәn'mentl		a. 政治的, 统治上的, 政府的\n[法] 政府的, 统治的, 政治上的		bnc:8087	
inroad	'inrәud		n. 侵入, 得手, 侵害\n[法] 袭击, 侵犯, 损害	gre	bnc:13908	s:inroads
pliable	'plaiәbl		a. 易弯的, 柔顺的, 圆通的	toefl ielts gre	bnc:22987	
sinew	'sinju:		n. 肌肉, 精力, 体力, 力量的源泉, 腱\nvt. 赋予力量, 加强	gre	bnc:20296	s:sinews/p:sinewed
emboss	im'bɒs		vt. 浮雕, 加以浮饰, 装饰\n[化] 压印	toefl gre	bnc:21835	d:embossed/p:embossed/i:embossing/3:embosses
elegy	'elidʒi		n. 悲歌, 哀歌, 挽歌	gre	bnc:24307	s:elegies
guiding	'^aidiŋ		[计] 引导的		bnc:7535	i:guiding/0:guiding/1:i
skateboard	'skeitbɔ:d		n. 溜冰板	gk	bnc:26998	s:skateboards/i:skateboarding/3:skateboards
centrifugal	sen'trifjugl		a. 离心的\nn. 离心机, (离心机的)转筒	gre	bnc:25338	
inversely			adv. 相反地\n[机] 反的, 反对	cet6	bnc:24013	
shopper	'ʃɒpә		n. 购物者\n[经] 顾客, 购物的人		bnc:7916	s:shoppers
unblemished	.ʌn'blemiʃt		a. 无瑕疵的, 无缺点的, 无污点的, 清白的	toefl	bnc:21593	0:unblemish/1:d
crinkle	'kriŋkl		n. 皱, 波纹\nvt. 使皱, 使缩, 起皱\nvi. 皱, 拳曲	gre	bnc:24957	p:crinkled/i:crinkling/s:crinkles/d:crinkled/3:crinkles
golfer	'gɒlfә		n. 打高尔夫球的人		bnc:7400	s:golfers
fritter	'fritә		vt. 浪费, 细切, 剁碎\nn. 细片, 屑	toefl gre	bnc:22095	s:fritters/d:frittered/i:frittering/p:frittered/3:fritters
scoring	'skɔ:riŋ		[化] 擦伤; 划伤		bnc:7288	0:score/1:i/i:scoring
viewing	'vju:iŋ		[计] 可见的		bnc:7172	0:view/1:i/i:viewing/s:viewings
naught	nɒ:t		n. 无, 零\na. 无价值的, 无用的	ielts	bnc:24405	
willful	'wilful		a. 任性的, 故意的, 有意的	gre	frq:14022	
unremitting	.ʌnri'mitiŋ		a. 不懈的, 不断的, 坚忍的, 持续的\n[经] 不间断的, 持续的	gre	bnc:18973	
sportswear	'spɒ:tswєә		n. 运动装, 休闲服	ielts	bnc:23456	
stethoscope	'steθәskәup		n. 听诊器\nvt. 用听诊器诊断	gre	bnc:25973	s:stethoscopes
oppression	ә'preʃәn		n. 压抑, 沉闷, 压迫手段\n[医] 压迫, 压抑		bnc:7217	s:oppressions
misshapen	.mis'ʃeipәn		a. 造型不佳的, 丑恶的, 畸形的	gre	bnc:24297	
declining	di'klainiŋ		a. 倾斜的, 衰退中的		bnc:7102	0:decline/1:i/i:declining
internationally	.intә'næʃәnәli		adv. 国际性地, 在国际间		bnc:6966	
squelch	'skweltʃ		n. 嘎吱声, 压碎的一堆, 使对手哑口无言的话\nvt. 压碎, 镇压, 使咯吱咯吱响\nvi. 咯吱咯吱响, 涉水而过\n[计] 撤消权限	gre	bnc:25563	p:squelched/i:squelching/d:squelched/s:squelches/3:squelches
broil	brɒil		vi. 烤, 争吵, 激动\nvt. 烤\nn. 烤, 灼热, 争吵	gre	bnc:48429	p:broiled/3:broils/d:broiled/i:broiling/s:broils
bleeding	'bli:diŋ		n. 出血, 流血\n[化] 渗色		bnc:7190	i:bleeding/0:bleeding/1:i/s:bleedings
revised			a. 改进的		bnc:6157	0:revise/1:dp/d:revised/p:revised
critically	'kritikәli		adv. 批评性地, 审慎地, 精密地		bnc:7560	
conjugal	'kɒndʒugәl		a. 婚姻的, 配偶的\n[医] 夫妇的	gre	bnc:22615	s:conjugals
inalienable	in'eiljәnәbl		a. 不能让与的, 不能转售的, 不能夺取的, 不可分割的	gre	bnc:24336	
meridian	mә'ridiәn		n. 子午线, 经线, 顶点\na. 子午线的, 最高点的, 顶点的	toefl	bnc:22028	s:meridians
hummingbird	'hʌmiŋb\\\\:d		n. 蜂鸟	toefl	bnc:29154	s:hummingbirds
preempt	pri:'empt		vt. 先买, 先取\nvi. 先发制人地叫牌	gre	bnc:34833	d:preempted/p:preempted/3:preempts/i:preempting
aberrant	æ'berәnt		a. 偏离正路的, 偏离常轨的, 畸变的\n[化] 异常的	gre	bnc:22869	
ornamentation	,ɔ:nәmen'teiʃәn		n. 装饰, 装饰术, 装饰品, 修饰	toefl	bnc:22833	s:ornamentations
lope	lәup		v. (使)大步慢跑\nn. 大步慢跑	gre	bnc:26570	p:loped/i:loping/3:lopes/d:loped
anticipatory	æn'tisipeitәri		a. 期待着的, 先行的, 提早发生的\n[计] 先行	gre	bnc:22061	
convulse	kәn'vʌls		vt. 使震动, 使震撼, 使抽搐	gre	bnc:24279	p:convulsed/i:convulsing/d:convulsed/3:convulses
colloquial	kә'lәukwiәl		a. 会话的, 口语的, 口语体的	toefl gre	bnc:20968	
grueling	'^ruәliŋ		a. 折磨人的, 使人精疲力尽的\nn. 痛打, 惩罚	gre	frq:14218	
immemorial	.imi'mɒ:riәl		a. 太古的, 远古的, 无法追忆的\n[法] 无法追溯的, 无法记忆的, 太古的	gre	bnc:20485	
chirp	tʃә:p		n. 喳喳声, 唧唧声\nv. 吱喳而鸣	toefl gre	bnc:32990	p:chirped/i:chirping/3:chirps/s:chirps/d:chirped
asymmetric	æsi'metrik		a. 不对称的, 偏位的\n[计] 非对称的, 不对称的, 不平衡的	gre	bnc:22319	
pandemic	pæn'demik		a. 大流行的, 普遍的, 全世界的\n[医] 大流行的, 大流行病	gre	bnc:43313	s:pandemics
conflate	kәn'fleit		vt. 合并；异文合并	gre	bnc:24958	d:conflated/i:conflating/3:conflates/p:conflated
anemia	ә'ni:miә		n. 贫血, 贫血症, 无活力\n[医] 贫血	ky gre	frq:14240	
chopped	tʃɔpt		v. 砍；斩碎；大量削减（chop的过去分词）		bnc:9292	0:chop/1:dp/d:chopped/p:chopped
visually	'vizjjәli		adv. 看, 视力, 视觉, 可见, 凭视力, 看到, 看得见, 光学, 形象化, 栩栩如生		bnc:7927	
enthusiast	in'θju:ziæst		n. 热心家, 狂热者, 爱好者		bnc:5709	s:enthusiasts
blotch	blɒtʃ		n. 大斑点, 污斑, 疹块\n[医] 污点, 斑点	gre	bnc:23122	s:blotches/d:blotched/p:blotched/i:blotching/3:blotches
frustrated	frʌ'streitid		a. 失意的, 挫败的；泄气的		bnc:7534	0:frustrate/1:dp/d:frustrated/p:frustrated
xenophobia	,zenә'fәubiә		n. 无端畏惧和憎恨外国人/陌生人, 对外国人的畏惧和憎恨\n[医] 生客恐怖	gre	bnc:22506	
convergent	kәn'vә:dʒәnt		a. 趋集于一点的, 会聚性的, 收敛的\n[医] 会聚的, 集合的	gre	bnc:24828	
incarnate	in'kɑ:neit		vt. 体现, 使具体化, 使实体化\na. 化身的, 实体化的, 肉色的, 深红色的	gre	bnc:24563	3:incarnates/d:incarnated/p:incarnated/i:incarnating
racist	'reisist		n. 种族主义者\n[法] 种族主义的, 种族歧视		bnc:7885	s:racists
